ID,DIR_NAME,STATUS,ELAPSED_MIN,BEST_AFFINITY,START_TIME,END_TIME
LIG_0116,LIG_0116__((3-(2-(benzyloxy)phenyl)-1-(3-nitrophenyl)-1H-pyrazol-4-yl)methyl)-L-alanine,DONE,1.60,-10.2397,2026-03-18 15:34:16,2026-03-18 15:35:53
LIG_0117,LIG_0117__N-((1-(4-bromophenyl)-3-(2-((3-chlorobenzyl)oxy)phenyl)-1H-pyrazol-4-yl)methyl)-,DONE,1.80,-10.1709,2026-03-18 15:35:53,2026-03-18 15:37:41
LIG_0118,LIG_0118__N-((3-(2-((2-chlorobenzyl)oxy)phenyl)-1-(3-nitrophenyl)-1H-pyrazol-4-yl)methyl)-,DONE,1.73,-10.1967,2026-03-18 15:37:41,2026-03-18 15:39:25
LIG_0119,LIG_0119__N-((3-(4-(benzyloxy)phenyl)-1-(3-nitrophenyl)-1H-pyrazol-4-yl)methyl)-L-alanin,DONE,1.61,-10.5304,2026-03-18 15:39:25,2026-03-18 15:41:01
LIG_0120,LIG_0120__N-((3-(4-(benzyloxy)phenyl)-1-(3-nitrophenyl)-1H-pyrazol-4-yl)methyl)glycin,DONE,1.58,-9.8129,2026-03-18 15:41:01,2026-03-18 15:42:36
LIG_0121,LIG_0121__N-((3-(4-(benzyloxy)phenyl)-1-(3-nitrophenyl)-1H-pyrazol-4-yl)methyl)-L-histidin,DONE,2.12,-10.6954,2026-03-18 15:42:36,2026-03-18 15:44:43
LIG_0122,LIG_0122__N-((3-(4-(benzyloxy)phenyl)-1-(3-nitrophenyl)-1H-pyrazol-4-yl)methyl)-L-valin,DONE,1.79,-10.1990,2026-03-18 15:44:43,2026-03-18 15:46:31
LIG_0123,LIG_0123__N-((3-(4-((3-chlorobenzyl)oxy)phenyl)-1-(3-nitrophenyl)-1H-pyrazol-4-yl)methyl)-,DONE,1.73,-10.6729,2026-03-18 15:46:31,2026-03-18 15:48:15
LIG_0124,LIG_0124__N-((3-(4-((3-chlorobenzyl)oxy)phenyl)-1-(3-nitrophenyl)-1H-pyrazol-4-yl)methyl)-,DONE,1.89,-10.1790,2026-03-18 15:48:15,2026-03-18 15:50:08
LIG_0125,LIG_0125__N-((3-(4-((4-chlorobenzyl)oxy)phenyl)-1-(3-nitrophenyl)-1H-pyrazol-4-yl)methyl)-,DONE,1.76,-10.3266,2026-03-18 15:50:08,2026-03-18 15:51:54
LIG_0126,LIG_0126__N-((3-(4-((4-chlorobenzyl)oxy)phenyl)-1-(3-nitrophenyl)-1H-pyrazol-4-yl)methyl)-,DONE,1.70,-10.0045,2026-03-18 15:51:54,2026-03-18 15:53:36
LIG_0127,LIG_0127__N-((3-(4-(benzyloxy)phenyl)-1-(4-bromophenyl)-1H-pyrazol-4-yl)methyl)-L-alanin,DONE,1.49,-10.4228,2026-03-18 15:53:36,2026-03-18 15:55:05
LIG_0128,LIG_0128__N-((3-(4-(benzyloxy)phenyl)-1-(4-bromophenyl)-1H-pyrazol-4-yl)methyl)-L-aspartic,DONE,1.76,-9.2745,2026-03-18 15:55:05,2026-03-18 15:56:50
LIG_0129,LIG_0129__N-((3-(4-(benzyloxy)phenyl)-1-(4-bromophenyl)-1H-pyrazol-4-yl)methyl)-L-isoleuci,DONE,1.75,-9.9645,2026-03-18 15:56:50,2026-03-18 15:58:36
LIG_0130,LIG_0130__N-((3-(4-(benzyloxy)phenyl)-1-(4-bromophenyl)-1H-pyrazol-4-yl)methyl)-L-leucin,DONE,1.78,-9.4844,2026-03-18 15:58:36,2026-03-18 16:00:22
LIG_0131,LIG_0131__N-((3-(4-(benzyloxy)phenyl)-1-(4-bromophenyl)-1H-pyrazol-4-yl)methyl)-L-methioni,DONE,1.85,-9.0495,2026-03-18 16:00:22,2026-03-18 16:02:13
LIG_0132,LIG_0132__N-((3-(4-(benzyloxy)phenyl)-1-(4-bromophenyl)-1H-pyrazol-4-yl)methyl)-L-phenylal,DONE,1.98,-9.7681,2026-03-18 16:02:13,2026-03-18 16:04:12
LIG_0133,LIG_0133__N-((3-(4-(benzyloxy)phenyl)-1-(4-bromophenyl)-1H-pyrazol-4-yl)methyl)-L-tryptoph,DONE,2.21,-10.5488,2026-03-18 16:04:12,2026-03-18 16:06:25
LIG_0134,LIG_0134__N-((3-(4-(benzyloxy)phenyl)-1-(4-bromophenyl)-1H-pyrazol-4-yl)methyl)-L-tyrosin,DONE,2.04,-10.9314,2026-03-18 16:06:25,2026-03-18 16:08:27
LIG_0135,LIG_0135__N-((3-(4-(benzyloxy)phenyl)-1-(4-bromophenyl)-1H-pyrazol-4-yl)methyl)-L-valin,DONE,1.59,-9.6035,2026-03-18 16:08:27,2026-03-18 16:10:02
LIG_0136,LIG_0136__N-((1-(4-bromophenyl)-3-(4-((3-chlorobenzyl)oxy)phenyl)-1H-pyrazol-4-yl)methyl)-,DONE,1.56,-10.7810,2026-03-18 16:10:02,2026-03-18 16:11:36
LIG_0137,LIG_0137__N-((1-(4-bromophenyl)-3-(4-((3-chlorobenzyl)oxy)phenyl)-1H-pyrazol-4-yl)methyl)-,DONE,1.80,-9.2377,2026-03-18 16:11:36,2026-03-18 16:13:24
LIG_0138,LIG_0138__N-((1-(4-bromophenyl)-3-(4-((3-chlorobenzyl)oxy)phenyl)-1H-pyrazol-4-yl)methyl)-,DONE,1.81,-9.1508,2026-03-18 16:13:24,2026-03-18 16:15:12
LIG_0139,LIG_0139__N-((1-(4-bromophenyl)-3-(4-((3-chlorobenzyl)oxy)phenyl)-1H-pyrazol-4-yl)methyl)-,DONE,1.83,-10.3336,2026-03-18 16:15:12,2026-03-18 16:17:02
LIG_0140,LIG_0140__N-((1-(4-bromophenyl)-3-(4-((3-chlorobenzyl)oxy)phenyl)-1H-pyrazol-4-yl)methyl)-,DONE,1.91,-9.3143,2026-03-18 16:17:02,2026-03-18 16:18:57
LIG_0141,LIG_0141__N-((1-(4-bromophenyl)-4-(4-((3-chlorobenzyl)oxy)phenyl)-1H-pyrazol-4-yl)methyl)-,DONE,2.05,-10.9651,2026-03-18 16:18:57,2026-03-18 16:21:00
LIG_0142,LIG_0142__N-((1-(4-bromophenyl)-3-(4-((3-chlorobenzyl)oxy)phenyl)-1H-pyrazol-4-yl)methyl)-,DONE,2.30,-11.0223,2026-03-18 16:21:00,2026-03-18 16:23:18
LIG_0143,LIG_0143__N-((1-(4-bromophenyl)-4-(4-((3-chlorobenzyl)oxy)phenyl)-1H-pyrazol-4-yl)methyl)-,DONE,2.26,-11.1421,2026-03-18 16:23:18,2026-03-18 16:25:34
LIG_0144,LIG_0144__N-((1-(4-bromophenyl)-3-(4-((3-chlorobenzyl)oxy)phenyl)-1H-pyrazol-4-yl)methyl)-,DONE,1.69,-9.8335,2026-03-18 16:25:34,2026-03-18 16:27:15
LIG_0145,LIG_0145__N-((1-(4-bromophenyl)-3-(4-((4-chlorobenzyl)oxy)phenyl)-1H-pyrazol-4-yl)methyl)-,DONE,1.55,-10.6270,2026-03-18 16:27:15,2026-03-18 16:28:48
LIG_0146,LIG_0146__N-((1-(4-bromophenyl)-3-(4-((4-chlorobenzyl)oxy)phenyl)-1H-pyrazol-4-yl)methyl)-,DONE,1.84,-9.0111,2026-03-18 16:28:48,2026-03-18 16:30:38
LIG_0147,LIG_0147__N-((1-(4-bromophenyl)-3-(4-((4-chlorobenzyl)oxy)phenyl)-1H-pyrazol-4-yl)methyl)-,DONE,1.82,-9.3816,2026-03-18 16:30:38,2026-03-18 16:32:27
LIG_0148,LIG_0148__N-((1-(4-bromophenyl)-3-(4-((4-chlorobenzyl)oxy)phenyl)-1H-pyrazol-4-yl)methyl)-,DONE,1.93,-9.6224,2026-03-18 16:32:27,2026-03-18 16:34:23
LIG_0149,LIG_0149__N-((1-(4-bromophenyl)-3-(4-((4-chlorobenzyl)oxy)phenyl)-1H-pyrazol-4-yl)methyl)-,DONE,2.06,-10.7675,2026-03-18 16:34:23,2026-03-18 16:36:27
LIG_0150,LIG_0150__N-((1-(4-bromophenyl)-3-(4-((4-chlorobenzyl)oxy)phenyl)-1H-pyrazol-4-yl)methyl)-,DONE,2.31,-10.3469,2026-03-18 16:36:27,2026-03-18 16:38:45
LIG_0151,LIG_0151__N-((1-(4-bromophenyl)-3-(4-((4-chlorobenzyl)oxy)phenyl)-1H-pyrazol-4-yl)methyl)-,DONE,2.21,-10.7078,2026-03-18 16:38:45,2026-03-18 16:40:58
LIG_0152,LIG_0152__N-((1-(4-bromophenyl)-3-(4-((4-chlorobenzyl)oxy)phenyl)-1H-pyrazol-4-yl)methyl)-,DONE,1.75,-10.1255,2026-03-18 16:40:58,2026-03-18 16:42:43
LIG_0153,LIG_0153__4-(((3-(4-(benzyloxy)phenyl)-1-phenyl-1H-pyrazol-4yl)methyl)amino)benzoic_acid,DONE,1.55,-10.2253,2026-03-18 16:42:43,2026-03-18 16:44:16
LIG_0154,LIG_0154__N-((3-(4-(benzyloxy)phenyl)-1-(3-nitrophenyl)-1H-pyrazol4-yl)methyl)-L-leucin,DONE,1.91,-10.3867,2026-03-18 16:44:16,2026-03-18 16:46:10
LIG_0155,LIG_0155__N-((3-(4-((3-chlorobenzyl)oxy)phenyl)_-1-(3-nitrophenyl)-1H-pyrazol-4-yl)methyl),DONE,2.28,-11.2751,2026-03-18 16:46:10,2026-03-18 16:48:27
LIG_0156,LIG_0156__N-((3-(4-((4-chlorobenzyl)oxy)phenyl)-1-(3-nitrophenyl)-1H-pyrazol-4-yl)methyl)-,DONE,2.65,-11.7698,2026-03-18 16:48:27,2026-03-18 16:51:06
LIG_0157,LIG_0157__N-((3-(4-((4-chlorobenzyl)oxy)phenyl)-1-(3-nitrophenyl)-1H-pyrazol-4-yl)methyl)-,DONE,2.08,-10.2074,2026-03-18 16:51:06,2026-03-18 16:53:11
LIG_0158,LIG_0158__1-((3-(3-((3-chlorobenzyl)oxy)phenyl)-1-(3-nitrophenyl)-1H-pyrazol-4-yl)methyl)p,DONE,1.71,-10.7297,2026-03-18 16:53:11,2026-03-18 16:54:53
LIG_0159,LIG_0159__N-((3-(3-((3-chlorobenzyl)oxy)phenyl)-1-(3-nitrophenyl)-1H-pyrazol-4-yl)methyl)-,DONE,1.90,-10.7752,2026-03-18 16:54:53,2026-03-18 16:56:47
LIG_0160,LIG_0160__N-((3-(3-((3-chlorobenzyl)oxy)phenyl)-1-(3-nitrophenyl)-1H-pyrazol-4-yl)methyl)-,DONE,1.80,-10.9637,2026-03-18 16:56:47,2026-03-18 16:58:35
LIG_0161,LIG_0161__1-((3-(3-((4-chlorobenzyl)oxy)phenyl)-1-(3-nitrophenyl)-1H-pyrazol-4-yl)methyl)p,DONE,1.79,-10.1646,2026-03-18 16:58:35,2026-03-18 17:00:22
LIG_0162,LIG_0162__N-((3-(4-(benzyloxy)phenyl)-1-(4-chlorophenyl)-1H-pyrazol-4-yl)methyl)-L-asparti,DONE,1.78,-9.5437,2026-03-18 17:00:22,2026-03-18 17:02:09
LIG_0163,LIG_0163__N-((3-(4-(benzyloxy)phenyl)-1-(4-chlorophenyl)-1H-pyrazol-4-yl)methyl)-L-glycin,DONE,1.39,-10.1650,2026-03-18 17:02:09,2026-03-18 17:03:33
LIG_0164,LIG_0164__N-((3-(4-((4-chlorobenzyl)oxy)phenyl)-1-(4-chlorophenyl)-1H-pyrazol-4-yl)methyl),DONE,1.83,-10.2322,2026-03-18 17:03:33,2026-03-18 17:05:22
LIG_0165,LIG_0165__N-((3-(4-((4-chlorobenzyl)oxy)phenyl)-1-(4-chlorophenyl)-1H-pyrazol-4-yl)methyl),DONE,2.10,-9.7343,2026-03-18 17:05:22,2026-03-18 17:07:28
LIG_0166,LIG_0166__N-((3-(4-((4-chlorobenzyl)oxy)phenyl)-1-(4-chlorophenyl)-1H-pyrazol-4-yl)methyl),DONE,2.34,-10.8423,2026-03-18 17:07:28,2026-03-18 17:09:49
LIG_0167,LIG_0167__3-(((3-(4-((4-chlorobenzyl)oxy)phenyl)-1-(4-chlorophenyl)-1Hpyrazol-4-yl)methyl),DONE,1.76,-11.2683,2026-03-18 17:09:49,2026-03-18 17:11:34
LIG_0168,LIG_0168__N-((3-(4-((4-chlorobenzyl)oxy)phenyl)-1-phenyl-1H-pyrazol-4-yl)methyl)-L-glycin,DONE,1.40,-9.8935,2026-03-18 17:11:34,2026-03-18 17:12:58
LIG_0169,LIG_0169__3-(((3-(4-(benzyloxy)phenyl)-1-(4-nitrophenyl)-1H-pyrazol-4-yl)methyl)amino)benz,DONE,1.81,-11.5858,2026-03-18 17:12:58,2026-03-18 17:14:47
LIG_0170,LIG_0170__4-(((3-(4-(benzyloxy)phenyl)1-(4-nitrophenyl)-1H-pyrazol-4-yl)methyl)amino)benzo,DONE,1.80,-10.5425,2026-03-18 17:14:47,2026-03-18 17:16:35
LIG_0171,LIG_0171__2-(((3-(4-(benzyloxy)phenyl)1-(4-nitrophenyl)-1H-pyrazol-4-yl)methyl)amino)benzo,DONE,1.80,-11.0543,2026-03-18 17:16:35,2026-03-18 17:18:23
LIG_0172,LIG_0172__N-((3-(4-(benzyloxy)phenyl)-1(4-nitrophenyl)-1H-pyrazol-4-yl)methyl)-L-leucin,DONE,1.91,-10.1591,2026-03-18 17:18:23,2026-03-18 17:20:18
LIG_0173,LIG_0173__4-(((3-(4-((4-chlorobenzyl)oxy)phenyl)-1(4-nitrophenyl)-1H-pyrazol-4-yl)methyl)a,DONE,1.96,-10.1769,2026-03-18 17:20:18,2026-03-18 17:22:15
LIG_0174,LIG_0174__N-((3-(2-(benzyloxy)phenyl)1-(4-bromophenyl)-1H-pyrazol-4-yl)methyl)glycin,DONE,1.37,-9.6755,2026-03-18 17:22:15,2026-03-18 17:23:38
LIG_0175,LIG_0175__N-((1-(4-bromophenyl)-3-(2-((4-chlorobenzyl)oxy)phenyl)-1H-pyrazol-4-yl)methyl)-,DONE,1.55,-10.6937,2026-03-18 17:23:38,2026-03-18 17:25:11
LIG_0176,LIG_0176__((3-(2-(benzyloxy)phenyl)-1-(4-methoxyphenyl)-1H-pyrazol-4-yl)methyl)-L-aspartic,DONE,1.87,-8.7271,2026-03-18 17:25:11,2026-03-18 17:27:03
LIG_0177,LIG_0177__N-((3-(2-(benzyloxy)phenyl)-1-(3-nitrophenyl)-1H-pyrazol-4-yl)methyl)-L-leucin,DONE,1.89,-10.1764,2026-03-18 17:27:03,2026-03-18 17:28:56
LIG_0178,LIG_0178__N-((3-(4-((4-chlorobenzyl)oxy)phenyl)-1-(3-nitrophenyl)-1H-pyrazol-4-yl)methyl)-,DONE,1.90,-10.5180,2026-03-18 17:28:56,2026-03-18 17:30:50
LIG_0179,LIG_0179__N-((1-(4-bromophenyl)-3-(4-((4-chlorobenzyl)oxy)phenyl)-1H-pyrazol-4-yl)methyl)-,DONE,1.81,-10.3656,2026-03-18 17:30:50,2026-03-18 17:32:39
